Strain,Stress(Pa)
0.0,0.0
0.0006130653266331658,122613065.32663316
0.0012261306532663316,245226130.6532663
0.0018391959798994975,367839195.9798995
0.0024522613065326633,490452261.3065326
0.003065326633165829,613065326.6331658
0.003678391959798995,735678391.959799
0.00429145728643216,858291457.286432
0.0049045226130653265,891851330.8550391
0.005517587939698493,904544056.0829066
0.006130653266331658,914238792.6942612
0.006743718592964824,922396905.6849977
0.00735678391959799,929577222.2756381
0.007969849246231156,936064672.5818692
0.00858291457286432,942027935.6151837
0.009195979899497487,947576662.8993938
0.009809045226130653,952786893.2564882
0.01042211055276382,957713921.3559526
0.011035175879396985,962399449.6772865
0.01164824120603015,966875851.6040298
0.012261306532663316,971168855.4663782
0.012874371859296482,975299310.492198
0.013487437185929648,979284391.5965631
0.014100502512562814,983138446.6894985
0.01471356783919598,986873608.1824857
0.015326633165829145,990500244.2592288
0.015939698492462313,994027298.4229017
0.016552763819095477,997462549.3744247
0.01716582914572864,1000812812.9431392
0.01777889447236181,1004084101.120975
0.018391959798994974,1007281748.8383312
0.01900502512562814,1010410516.135793
0.019618090452261306,1013474671.3277864
0.02023115577889447,1016478059.3095001
0.02084422110552764,1019424158.1276455
0.021457286432160803,1022316126.1893713
0.02207035175879397,1025156841.9360186
0.022683417085427135,1027948937.4015496
0.0232964824120603,1030694826.7697381
0.023909547738693467,1033396730.8119978
0.02452261306532663,1036056697.9096435
0.0251356783919598,1038676622.226534
0.025748743718592964,1041258259.4904511
0.02636180904522613,1043803240.7569084
0.026974874371859296,1046313084.4619635
0.02758793969849246,1048789207.0170314
0.02820100502512563,1051232932.155637
0.028814070351758793,1053645499.2072301
0.02942713567839196,1056028070.4448634
0.030040201005025125,1058381737.6303749
0.03065326633165829,1060707527.8616638
0.03126633165829146,1063006408.8109193
0.031879396984924625,1065279293.4295839
0.032492462311557786,1067527044.1849427
0.033105527638190954,1069750476.8840926
0.03371859296482412,1071950364.1333741
0.03433165829145728,1074127438.4748585
0.03494472361809045,1076282395.2359908
0.03555778894472362,1078415895.1238146
0.03617085427135678,1080528566.5912132
0.03678391959798995,1082621007.9991903
0.037396984924623115,1084693789.5962691
0.03801005025125628,1086747455.333572
0.038623115577889444,1088782524.5319498
0.03923618090452261,1090799493.4156387
0.03984924623115578,1092798836.5252767
0.04046231155778894,1094781008.0216808
0.04107537688442211,1096746442.8905332
0.04168844221105528,1098695558.0570257
0.042301507537688444,1100628753.4185588
0.042914572864321605,1102546412.802735
0.04352763819095477,1104448904.857152
0.04414070351758794,1106336583.8768334
0.0447537688442211,1108209790.5745614
0.04536683417085427,1110068852.7988505
0.04597989949748744,1111914086.203852
0.0465929648241206,1113745794.8750582
0.04720603015075377,1115564271.914328
0.047819095477386935,1117369799.987414
0.0484321608040201,1119162651.8368876
0.04904522613065326,1120943090.7631035
0.04965829145728643,1122711371.0755963
0.0502713567839196,1124467738.5171096
0.05088442211055276,1126212430.66225
0.05149748743718593,1127945677.2926056
0.052110552763819096,1129667700.7499995
0.05272361809045226,1131378716.2694182
0.053336683417085425,1133078932.2930284
0.05394974874371859,1134768550.7665734
0.05456281407035176,1136447767.4193494
0.05517587939698492,1138116772.0288534
0.05578894472361809,1139775748.6711218
0.05640201005025126,1141424875.9576907
0.05701507537688442,1143064327.2600408
0.057628140703517586,1144694270.9223301
0.058241206030150754,1146314870.4631474
0.05885427135678392,1147926284.766974
0.05946733668341708,1149528668.2659893
0.06008040201005025,1151122171.1128044
0.06069346733668342,1152706939.344678
0.06130653266331658,1154283115.039714
0.06191959798994975,1155850836.4655225
0.06253266331658291,1157410238.2207763
0.06314572864321608,1158961451.3700798
0.06375879396984925,1160504603.572529
0.06437185929648241,1162039819.2043204
0.06498492462311557,1163567219.475741
0.06559798994974875,1165086922.5428543
0.06621105527638191,1166599043.6141696
