Strain,Stress(Pa)
0.0,0.0
0.001256281407035176,251256281.40703517
0.002512562814070352,423612195.9671182
0.0037688442211055275,431944565.3653265
0.005025125628140704,437362170.5445514
0.00628140703517588,441702341.61094075
0.007537688442211055,445429647.1151269
0.008793969849246231,448747767.3275571
0.010050251256281407,451767651.2118833
0.011306532663316583,454557661.09974754
0.01256281407035176,457163454.88365793
0.013819095477386936,459617320.6700048
0.01507537688442211,461943089.7983272
0.016331658291457288,464158946.85464275
0.017587939698492462,466279142.269556
0.01884422110552764,468315089.8709281
0.020100502512562814,470276099.5728617
0.02135678391959799,472169883.33058494
0.022613065326633167,474002914.64051986
0.02386934673366834,475780690.2899288
0.02512562814070352,477507925.0028668
0.026381909547738693,479188698.88234067
0.02763819095477387,480826570.928855
0.028894472361809045,482424667.7136443
0.03015075376884422,483985753.54621506
0.031407035175879394,485512286.6483771
0.032663316582914576,487006464.6016362
0.03391959798994975,488470261.470002
0.035175879396984924,489905458.38932055
0.0364321608040201,491313668.9758657
0.03768844221105528,492696360.5878794
0.038944723618090454,494054872.23850006
0.04020100502512563,495390429.78296196
0.0414572864321608,496704158.8704829
0.04271356783919598,497997096.05026484
0.04396984924623116,499270198.34330916
0.04522613065326633,500524351.5313881
0.04648241206030151,501760377.3672534
0.04773869346733668,502979039.87286973
0.04899497487437186,504181050.8628138
0.05025125628140704,505367074.8062565
0.05150753768844221,506537733.12182975
0.052763819095477386,507693607.98419225
0.05402010050251256,508835245.70848036
0.05527638190954774,509963159.76848423
0.056532663316582916,511077833.49586123
0.05778894472361809,512179722.5006442
0.059045226130653265,513269256.84742904
0.06030150753768844,514346843.0167248
0.06155778894472362,515412865.67683214
0.06281407035175879,516467689.28815377
0.06407035175879397,517511659.5589062
0.06532663316582915,518545104.76871836
0.06658291457286432,519568336.97448117
0.0678391959798995,520581653.1110042
0.06909547738693468,521585335.9974823
0.07035175879396985,522579655.25944006
0.07160804020100503,523564868.1746713
0.0728643216080402,524541220.4506939
0.07412060301507538,525508946.94037807
0.07537688442211056,526468272.3016513
0.07663316582914573,527419411.606532
0.07788944723618091,528362570.9041685
0.07914572864321608,529297947.7420588
0.08040201005025126,530225731.64918584
0.08165829145728644,531146104.58441544
0.0829145728643216,532059241.3531616
0.08417085427135679,532965309.99502146
0.08542713567839195,533864472.14481413
0.08668341708542714,534756883.36922044
0.08793969849246232,535642693.4810096
0.08919597989949749,536522046.83264935
0.09045226130653267,537395082.5909293
0.09170854271356783,538261934.9940774
0.09296482412060302,539122733.5927144
0.0942211055276382,539977603.4758698
0.09547738693467336,540826665.4831777
0.09673366834170855,541670036.4042708
0.09798994974874373,542507829.1663028
0.0992462311557789,543340153.0104543
0.10050251256281408,544167113.658201
0.10175879396984924,544988813.4680611
0.10301507537688442,545805351.5834813
0.1042713567839196,546616824.072464
0.10552763819095477,547423324.0594938
0.10678391959798995,548224941.8502762
0.10804020100502512,549021765.0497607
0.1092964824120603,549813878.6738852
0.11055276381909548,550601365.2554457
0.11180904522613065,551384304.9444642
0.11306532663316583,552162775.6033989
0.114321608040201,552936852.8975203
0.11557788944723618,553706610.3807454
0.11683417085427136,554472119.5772105
0.11809045226130653,555233450.058834
0.11934673366834171,555990669.5191113
0.12060301507537688,556743843.8433607
0.12185929648241206,557493037.1756277
0.12311557788944724,558238311.9824392
0.12437185929648241,558979729.1135886
0.12562814070351758,559717347.8601171
0.12688442211055276,560451226.0096488
0.12814070351758794,561181419.8992255
0.12939698492462312,561907984.4657787
0.1306532663316583,562630973.2943641
0.13190954773869346,563350438.6642824
0.13316582914572864,564066431.5931953
0.13442211055276382,564779001.8793441
0.135678391959799,565488198.1419685
0.13693467336683418,566194067.8600193
0.13819095477386936,566896657.4092528
0.13944723618090452,567596012.0977861
0.1407035175879397,568292176.2001944
0.14195979899497488,568985192.9902198
0.14321608040201006,569675104.772161
0.14447236180904524,570361952.9110097
0.1457286432160804,571045777.861391
0.14698492462311558,571726619.1953694
0.14824120603015076,572404515.6291716
0.14949748743718594,573079505.0488769
0.15075376884422112,573751624.5351262
0.15201005025125627,574420910.386892
0.15326633165829145,575087398.1443549
0.15452261306532664,575751122.6109262
0.15577889447236182,576412117.8744545
0.157035175879397,577070417.3276559
0.15829145728643215,577726053.6877986
0.15954773869346733,578379059.0156771
0.16080402010050251,579029464.7339065
0.1620603015075377,579677301.6445668
0.16331658291457288,580322599.9462246
0.16457286432160803,580965389.250359
0.1658291457286432,581605698.5972178
0.1670854271356784,582243556.4711261
0.16834170854271358,582878990.815273
0.16959798994974876,583512029.0459951
0.1708542713567839,584142698.0665796
0.1721105527638191,584771024.2806053
0.17336683417085427,585397033.604842
0.17462311557788945,586020751.4817234
0.17587939698492464,586642202.8914136
0.1771356783919598,587261412.3634802
0.17839195979899497,587878403.9881927
0.17964824120603015,588493201.427458
0.18090452261306533,589105827.9254096
0.18216080402010051,589716306.3186607
0.18341708542713567,590324659.0462387
0.18467336683417085,590930908.1592078
0.18592964824120603,591535075.3299961
0.1871859296482412,592137181.8614352
0.1884422110552764,592737248.6955252
0.18969849246231157,593335296.421933
0.19095477386934673,593931345.2862368
0.1922110552763819,594525415.197922
0.1934673366834171,595117525.7381415
0.19472361809045227,595707696.1672463
0.19597989949748745,596295945.4320962
0.1972361809045226,596882292.1731563
0.1984924623115578,597466754.7313898
0.19974874371859297,598049351.154952
0.20100502512562815,598630099.2056932
0.20226130653266333,599209016.3654768
0.20351758793969849,599786119.8423201
0.20477386934673367,600361426.576362
0.20603015075376885,600934953.2456656
0.20728643216080403,601506716.2718587
0.2085427135678392,602076731.8256211
0.20979899497487436,602645015.8320203
0.21105527638190955,603211583.9757025
0.21231155778894473,603776451.7059443
0.2135678391959799,604339634.2415673
0.2148241206030151,604901146.575723
0.21608040201005024,605461003.4805499
0.21733668341708542,606019219.5117073
0.2185929648241206,606575809.0127916
0.2198492462311558,607130786.1196362
0.22110552763819097,607684164.7645004
0.22236180904522612,608235958.6801507
0.2236180904522613,608786181.4038367
0.22487437185929648,609334846.2811661
0.22613065326633167,609881966.4698821
0.22738693467336685,610427554.9435443
0.228643216080402,610971624.4951186
0.22989949748743718,611514187.7404773
0.23115577889447236,612055257.1218117
0.23241206030150754,612594844.910962
0.23366834170854273,613132963.2126641
0.23492462311557788,613669623.9677186
0.23618090452261306,614204838.9560817
0.23743718592964824,614738619.7998831
0.23869346733668342,615270977.9663694
0.2399497487437186,615801924.7707795
0.24120603015075376,616331471.3791502
0.24246231155778894,616859628.8110561
0.24371859296482412,617386407.9422853
0.2449748743718593,617911819.5074522
0.24623115577889448,618435874.1025503
0.24748743718592967,618958582.1874442
0.24874371859296482,619479954.0883071
0.25,620000000.0
