Strain,Stress(Pa)
0.0,-0.0
0.0002512562814070352,-45226130.65326633
0.0005025125628140704,-90452261.30653267
0.0007537688442211056,-135678391.95979902
0.0010050251256281408,-180904522.61306533
0.0012562814070351761,-226130653.2663317
0.0015075376884422112,-271356783.91959804
0.0017587939698492463,-316582914.57286435
0.0020100502512562816,-361809045.22613066
0.002261306532663317,-407035175.87939703
0.0025125628140703522,-452261306.5326634
0.002763819095477387,-497487437.18592966
0.0030150753768844224,-542713567.8391961
0.0032663316582914577,-587939698.4924624
0.0035175879396984926,-633165829.1457287
0.003768844221105528,-678391959.798995
0.004020100502512563,-723618090.4522613
0.004271356783919598,-768844221.1055276
0.004522613065326634,-814070351.7587941
0.004773869346733669,-859296482.4120604
0.0050251256281407045,-904522613.0653268
0.005276381909547739,-949748743.7185931
0.005527638190954774,-994974874.3718593
0.00577889447236181,-1040201005.0251257
0.006030150753768845,-1085427135.6783922
0.00628140703517588,-1130653266.3316584
0.0065326633165829154,-1175879396.9849248
0.00678391959798995,-1221105527.638191
0.007035175879396985,-1266331658.2914574
0.007286432160804021,-1311557788.9447238
0.007537688442211056,-1356783919.59799
0.0077889447236180916,-1402010050.2512565
0.008040201005025126,-1447236180.9045227
0.008291457286432161,-1492462311.557789
0.008542713567839196,-1537688442.2110553
0.008793969849246233,-1582914572.864322
0.009045226130653268,-1628140703.5175881
0.009296482412060303,-1673366834.1708546
0.009547738693467337,-1718592964.8241208
0.009798994974874372,-1763819095.477387
0.010050251256281409,-1809045226.1306536
0.010301507537688444,-1854271356.7839198
0.010552763819095479,-1899497487.4371862
0.010804020100502514,-1944723618.0904524
0.011055276381909548,-1989949748.7437186
0.011306532663316583,-2035175879.396985
0.01155778894472362,-2080402010.0502515
0.011809045226130655,-2125628140.703518
0.01206030150753769,-2170854271.3567843
0.012311557788944725,-2216080402.0100503
0.01256281407035176,-2261306532.6633167
0.012814070351758796,-2306532663.316583
0.013065326633165831,-2351758793.9698496
0.013316582914572866,-2396984924.623116
0.0135678391959799,-2442211055.276382
0.013819095477386936,-2487437185.9296484
0.01407035175879397,-2532663316.582915
0.014321608040201007,-2577889447.2361813
0.014572864321608042,-2623115577.8894477
0.014824120603015077,-2668341708.5427136
0.015075376884422112,-2713567839.19598
0.015326633165829147,-2758793969.8492465
0.015577889447236183,-2804020100.502513
0.015829145728643218,-2849246231.1557794
0.016080402010050253,-2894472361.8090453
0.016331658291457288,-2939698492.4623117
0.016582914572864323,-2984924623.115578
0.016834170854271358,-3030150753.768844
0.017085427135678392,-3075376884.4221106
0.017336683417085427,-3120603015.075377
0.017587939698492466,-3165829145.728644
0.0178391959798995,-3211055276.3819103
0.018090452261306535,-3256281407.0351763
0.01834170854271357,-3301507537.6884427
0.018592964824120605,-3346733668.341709
0.01884422110552764,-3391959798.994975
0.019095477386934675,-3437185929.6482415
0.01934673366834171,-3482412060.301508
0.019597989949748745,-3527638190.954774
0.01984924623115578,-3572864321.6080403
0.020100502512562818,-3618090452.2613072
0.020351758793969853,-3663316582.9145737
0.020603015075376888,-3708542713.5678396
0.020854271356783922,-3753768844.221106
0.021105527638190957,-3798994974.8743725
0.021356783919597992,-3844221105.5276384
0.021608040201005027,-3889447236.180905
0.021859296482412062,-3934673366.8341713
0.022110552763819097,-3979899497.4874372
0.02236180904522613,-4025125628.1407037
0.022613065326633167,-4070351758.79397
0.022864321608040205,-4115577889.447237
0.02311557788944724,-4160804020.100503
0.023366834170854275,-4206030150.7537694
0.02361809045226131,-4251256281.407036
0.023869346733668344,-4296482412.060302
0.02412060301507538,-4341708542.713569
0.024371859296482414,-4386934673.366835
0.02462311557788945,-4432160804.020101
0.024874371859296484,-4477386934.6733675
0.02512562814070352,-4522613065.326633
0.025376884422110554,-4567839195.979899
0.025628140703517592,-4613065326.633166
0.025879396984924627,-4658291457.286433
0.026130653266331662,-4703517587.939699
0.026381909547738697,-4748743718.592965
0.02663316582914573,-4793969849.246232
0.026884422110552766,-4839195979.899498
0.0271356783919598,-4884422110.552764
0.027386934673366836,-4929648241.206031
0.02763819095477387,-4974874371.859297
0.027889447236180906,-5020100502.512563
0.02814070351758794,-5065326633.16583
0.02839195979899498,-5110552763.819097
0.028643216080402014,-5155778894.4723625
0.02889447236180905,-5201005025.125628
0.029145728643216084,-5246231155.778895
0.02939698492462312,-5291457286.432161
0.029648241206030154,-5336683417.085427
0.02989949748743719,-5381909547.738694
0.030150753768844223,-5427135678.39196
0.030402010050251258,-5472361809.045226
0.030653266331658293,-5517587939.698493
0.03090452261306533,-5562814070.35176
0.031155778894472366,-5608040201.005026
0.0314070351758794,-5653266331.658292
0.031658291457286436,-5698492462.311559
0.03190954773869347,-5743718592.964825
0.032160804020100506,-5788944723.618091
0.03241206030150754,-5834170854.271358
0.032663316582914576,-5879396984.9246235
0.03291457286432161,-5924623115.577889
0.033165829145728645,-5969849246.231156
0.03341708542713568,-6015075376.884422
0.033668341708542715,-6060301507.537688
0.03391959798994975,-6105527638.190955
0.034170854271356785,-6150753768.844221
0.03442211055276382,-6195979899.497487
0.034673366834170855,-6241206030.150754
0.034924623115577896,-6286432160.804021
0.03517587939698493,-6331658291.457288
0.035427135678391966,-6376884422.110554
0.035678391959799,-6422110552.763821
0.035929648241206036,-6467336683.417087
0.03618090452261307,-6512562814.070353
0.036432160804020106,-6557788944.723619
0.03668341708542714,-6603015075.376885
0.036934673366834175,-6648241206.030151
0.03718592964824121,-6693467336.683418
0.037437185929648245,-6738693467.336684
0.03768844221105528,-6783919597.98995
0.037939698492462315,-6829145728.643217
0.03819095477386935,-6874371859.296483
0.038442211055276385,-6919597989.949749
0.03869346733668342,-6964824120.603016
0.038944723618090454,-7010050251.256282
0.03919597989949749,-7055276381.909548
0.039447236180904524,-7100502512.562815
0.03969849246231156,-7145728643.216081
0.039949748743718594,-7190954773.869347
0.040201005025125636,-7236180904.5226145
0.04045226130653267,-7281407035.17588
0.040703517587939705,-7326633165.829147
0.04095477386934674,-7371859296.482413
0.041206030150753775,-7417085427.135679
0.04145728643216081,-7462311557.788946
0.041708542713567845,-7507537688.442212
0.04195979899497488,-7552763819.095478
0.042211055276381915,-7597989949.748745
0.04246231155778895,-7643216080.402011
0.042713567839195984,-7688442211.055277
0.04296482412060302,-7733668341.708544
0.043216080402010054,-7778894472.36181
0.04346733668341709,-7824120603.015076
0.043718592964824124,-7869346733.668343
0.04396984924623116,-7914572864.321609
0.044221105527638194,-7959798994.9748745
0.04447236180904523,-8005025125.628141
0.04472361809045226,-8050251256.281407
0.0449748743718593,-8095477386.934673
0.04522613065326633,-8140703517.58794
0.04547738693467337,-8185929648.241206
0.04572864321608041,-8231155778.894474
0.045979899497487445,-8276381909.54774
0.04623115577889448,-8321608040.201006
0.046482412060301515,-8366834170.854273
0.04673366834170855,-8412060301.507539
0.046984924623115584,-8457286432.160805
0.04723618090452262,-8502512562.814072
0.047487437185929654,-8547738693.467338
0.04773869346733669,-8592964824.120604
0.047989949748743724,-8638190954.77387
0.04824120603015076,-8683417085.427137
0.048492462311557794,-8728643216.080402
0.04874371859296483,-8773869346.73367
0.04899497487437186,-8819095477.386936
0.0492462311557789,-8864321608.040201
0.04949748743718593,-8909547738.693468
0.04974874371859297,-8954773869.346735
0.05,-9000000000.0
