Strain,Stress(Pa)
0.0,-0.0
0.0002512562814070352,-46582914.572864324
0.0005025125628140704,-93165829.14572865
0.0007537688442211056,-139748743.71859297
0.0010050251256281408,-186331658.2914573
0.0012562814070351761,-232914572.86432165
0.0015075376884422112,-279497487.43718594
0.0017587939698492463,-326080402.01005024
0.0020100502512562816,-372663316.5829146
0.002261306532663317,-419246231.15577894
0.0025125628140703522,-465829145.7286433
0.002763819095477387,-512412060.3015076
0.0030150753768844224,-558994974.8743719
0.0032663316582914577,-605577889.4472363
0.0035175879396984926,-652160804.0201005
0.003768844221105528,-698743718.5929649
0.004020100502512563,-745326633.1658292
0.004271356783919598,-791909547.7386935
0.004522613065326634,-838492462.3115579
0.004773869346733669,-885075376.8844222
0.0050251256281407045,-931658291.4572866
0.005276381909547739,-978241206.0301509
0.005527638190954774,-1024824120.6030152
0.00577889447236181,-1071407035.1758796
0.006030150753768845,-1117989949.7487438
0.00628140703517588,-1164572864.321608
0.0065326633165829154,-1211155778.8944726
0.00678391959798995,-1257738693.467337
0.007035175879396985,-1304321608.040201
0.007286432160804021,-1350904522.6130655
0.007537688442211056,-1397487437.1859298
0.0077889447236180916,-1444070351.758794
0.008040201005025126,-1490653266.3316584
0.008291457286432161,-1537236180.9045227
0.008542713567839196,-1583819095.477387
0.008793969849246233,-1630402010.0502515
0.009045226130653268,-1676984924.6231158
0.009296482412060303,-1723567839.19598
0.009547738693467337,-1770150753.7688444
0.009798994974874372,-1816733668.3417087
0.010050251256281409,-1863316582.9145732
0.010301507537688444,-1909899497.4874375
0.010552763819095479,-1956482412.0603018
0.010804020100502514,-2003065326.633166
0.011055276381909548,-2049648241.2060304
0.011306532663316583,-2096231155.7788944
0.01155778894472362,-2142814070.3517592
0.011809045226130655,-2189396984.9246235
0.01206030150753769,-2235979899.4974875
0.012311557788944725,-2282562814.070352
0.01256281407035176,-2329145728.643216
0.012814070351758796,-2375728643.2160807
0.013065326633165831,-2422311557.788945
0.013316582914572866,-2468894472.3618093
0.0135678391959799,-2515477386.934674
0.013819095477386936,-2562060301.507538
0.01407035175879397,-2608643216.080402
0.014321608040201007,-2655226130.653267
0.014572864321608042,-2701809045.226131
0.014824120603015077,-2748391959.798995
0.015075376884422112,-2794974874.3718596
0.015326633165829147,-2841557788.9447236
0.015577889447236183,-2888140703.517588
0.015829145728643218,-2934723618.0904527
0.016080402010050253,-2981306532.6633167
0.016331658291457288,-3027889447.2361813
0.016582914572864323,-3074472361.8090453
0.016834170854271358,-3121055276.38191
0.017085427135678392,-3167638190.954774
0.017336683417085427,-3214221105.5276384
0.017587939698492466,-3260804020.100503
0.0178391959798995,-3307386934.6733675
0.018090452261306535,-3353969849.2462316
0.01834170854271357,-3400552763.819096
0.018592964824120605,-3447135678.39196
0.01884422110552764,-3493718592.9648247
0.019095477386934675,-3540301507.5376887
0.01934673366834171,-3586884422.110553
0.019597989949748745,-3633467336.6834173
0.01984924623115578,-3680050251.2562814
0.020100502512562818,-3726633165.8291464
0.020351758793969853,-3773216080.402011
0.020603015075376888,-3819798994.974875
0.020854271356783922,-3866381909.547739
0.021105527638190957,-3912964824.1206036
0.021356783919597992,-3959547738.6934676
0.021608040201005027,-4006130653.266332
0.021859296482412062,-4052713567.839196
0.022110552763819097,-4099296482.4120607
0.02236180904522613,-4145879396.984925
0.022613065326633167,-4192462311.557789
0.022864321608040205,-4239045226.130654
0.02311557788944724,-4285628140.7035184
0.023366834170854275,-4332211055.276382
0.02361809045226131,-4378793969.849247
0.023869346733668344,-4425376884.4221115
0.02412060301507538,-4471959798.994975
0.024371859296482414,-4518542713.56784
0.02462311557788945,-4565125628.140704
0.024874371859296484,-4611708542.713568
0.02512562814070352,-4658291457.286432
0.025376884422110554,-4704874371.859297
0.025628140703517592,-4751457286.432161
0.025879396984924627,-4798040201.005026
0.026130653266331662,-4844623115.57789
0.026381909547738697,-4891206030.150754
0.02663316582914573,-4937788944.7236185
0.026884422110552766,-4984371859.296483
0.0271356783919598,-5030954773.869348
0.027386934673366836,-5077537688.442211
0.02763819095477387,-5124120603.015076
0.027889447236180906,-5170703517.58794
0.02814070351758794,-5217286432.160804
0.02839195979899498,-5263869346.733669
0.028643216080402014,-5310452261.306534
0.02889447236180905,-5357035175.879397
0.029145728643216084,-5403618090.452262
0.02939698492462312,-5450201005.025126
0.029648241206030154,-5496783919.59799
0.02989949748743719,-5543366834.170855
0.030150753768844223,-5589949748.743719
0.030402010050251258,-5636532663.316584
0.030653266331658293,-5683115577.889447
